,acc,height,coordinates
578,IL425,11.97203595490722,"(709, 390)"
579,IL425,10.43720964923649,"(313, 498)"
580,IL425,15.400125066412294,"(509, 498)"
581,IL425,7.777037697201956,"(898, 498)"
582,IL425,14.798883372852387,"(118, 500)"
583,IL425,11.629530139021544,"(710, 500)"
584,IL425,4.72913925076167,"(316, 607)"
585,IL425,12.650375959867365,"(512, 607)"
586,IL425,8.328209206281283,"(704, 609)"
587,IL425,10.264707267672879,"(901, 609)"
588,IL425,16.031918198723034,"(118, 610)"
589,IL426,17.015660967741255,"(901, 88)"
590,IL426,15.113827279041896,"(514, 90)"
591,IL426,16.540095935758313,"(321, 92)"
592,IL426,17.423479020335428,"(123, 93)"
593,IL426,18.91323026411652,"(717, 93)"
594,IL426,11.682356200123351,"(904, 190)"
595,IL426,16.52079245317125,"(318, 196)"
596,IL426,16.590245189489657,"(124, 197)"
597,IL426,15.067857129788162,"(522, 199)"
598,IL426,20.25810588600707,"(713, 206)"
599,IL426,17.76457354769861,"(903, 304)"
600,IL426,14.804374542723487,"(514, 305)"
601,IL426,16.6959168312807,"(130, 306)"
602,IL426,15.322384492972244,"(312, 307)"
603,IL426,17.220692950683688,"(710, 309)"
604,IL426,18.978503895957317,"(132, 406)"
